species,item,ability,type1,type2,move1,move2,move3,move4,won,strategy
Tropius,Sitrus Berry,Harvest,Grass,Flying,Leech Seed,Giga Drain,Air Slash,Substitute,true,best
Banette,Focus Sash,Cursed Body,Ghost,,Will-O-Wisp,Sucker Punch,Destiny Bond,Shadow Sneak,false,random
Primeape,Life Orb,Defiant,Fighting,,Close Combat,Gunk Shot,Encore,Earthquake,false,random
Meowstic-F,Choice Specs,Infiltrator,Psychic,,Energy Ball,Shadow Ball,Thunderbolt,Psyshock,false,random
Lapras,Leftovers,Water Absorb,Water,Ice,Toxic,Hydro Pump,Thunderbolt,Ice Beam,false,random
Pidgeot,Pidgeotite,Tangled Feet,Normal,Flying,Roost,U-turn,Hurricane,Heat Wave,false,random
Samurott,Life Orb,Torrent,Water,,Aqua Jet,Superpower,Swords Dance,Waterfall,false,random
Drifblim,Sitrus Berry,Unburden,Ghost,Flying,Destiny Bond,Acrobatics,Substitute,Shadow Ball,true,best
Wailord,Choice Specs,Water Veil,Water,,Ice Beam,Water Spout,Hydro Pump,Hidden Power Fire,true,best
Conkeldurr,Life Orb,Iron Fist,Fighting,,Bulk Up,Knock Off,Drain Punch,Ice Punch,true,best
Sandslash,Leftovers,Sand Rush,Ground,,Earthquake,Knock Off,Swords Dance,Rapid Spin,true,best
Mandibuzz,Leftovers,Overcoat,Dark,Flying,Brave Bird,Roost,Taunt,Foul Play,true,best
Victreebel,Life Orb,Chlorophyll,Grass,Poison,Power Whip,Sludge Bomb,Knock Off,Weather Ball,true,best
Entei,Choice Band,Flash Fire,Fire,,Flare Blitz,Sacred Fire,Stone Edge,Bulldoze,false,random
Ferrothorn,Leftovers,Iron Barbs,Grass,Steel,Knock Off,Gyro Ball,Protect,Stealth Rock,false,random
Whimsicott,Leftovers,Prankster,Grass,Fairy,Leech Seed,U-turn,Taunt,Moonblast,false,random
Sableye,Sablenite,Prankster,Dark,Ghost,Dark Pulse,Recover,Calm Mind,Will-O-Wisp,false,random
Ninjask,Life Orb,Speed Boost,Bug,Flying,Swords Dance,X-Scissor,Aerial Ace,Night Slash,false,random
Farfetch’d,Stick,Defiant,Normal,Flying,Leaf Blade,Brave Bird,Return,Knock Off,false,random
Excadrill,Focus Sash,Mold Breaker,Ground,Steel,Iron Head,Earthquake,Swords Dance,Rock Slide,true,best
Sceptile,Choice Specs,Overgrow,Grass,,Giga Drain,Hidden Power Flying,Leaf Storm,Focus Blast,true,best
Porygon-Z,Life Orb,Adaptability,Normal,,Nasty Plot,Ice Beam,Dark Pulse,Tri Attack,true,best
Dewgong,Leftovers,Thick Fat,Water,Ice,Toxic,Ice Beam,Surf,Encore,true,best
Sawk,Leftovers,Sturdy,Fighting,,Poison Jab,Close Combat,Earthquake,Bulk Up,true,best
Salamence,Salamencite,Intimidate,Dragon,Flying,Dragon Dance,Roost,Double-Edge,Earthquake,true,best
Forretress,Leftovers,Sturdy,Bug,Steel,Gyro Ball,Stealth Rock,Toxic,Rapid Spin,false,random
Exeggutor,Sitrus Berry,Harvest,Grass,Psychic,Substitute,Giga Drain,Leech Seed,Hidden Power Fire,false,random
Ninjask,Life Orb,Speed Boost,Bug,Flying,X-Scissor,Aerial Ace,Swords Dance,Night Slash,false,random
Ursaring,Toxic Orb,Quick Feet,Normal,,Facade,Swords Dance,Close Combat,Crunch,false,random
Kyurem-Black,Leftovers,Teravolt,Dragon,Ice,Fusion Bolt,Dragon Claw,Roost,Ice Beam,false,random
Noctowl,Leftovers,Insomnia,Normal,Flying,Roost,Whirlwind,Toxic,Air Slash,false,random
Skuntank,Life Orb,Aftermath,Poison,Dark,Sucker Punch,Poison Jab,Crunch,Fire Blast,true,random
Absol,Absolite,Justified,Dark,,Sucker Punch,Play Rough,Knock Off,Fire Blast,true,random
Aurorus,Leftovers,Snow Warning,Rock,Ice,Blizzard,Freeze-Dry,Earth Power,Thunder Wave,true,random
Jumpluff,,Infiltrator,Grass,Flying,Swords Dance,Acrobatics,Encore,Seed Bomb,true,random
Blissey,Leftovers,Natural Cure,Normal,,Toxic,Soft-Boiled,Protect,Seismic Toss,true,random
Braviary,Leftovers,Defiant,Normal,Flying,Return,Bulk Up,Brave Bird,Roost,true,random
Sableye,Leftovers,Prankster,Dark,Ghost,Will-O-Wisp,Taunt,Recover,Knock Off,false,best
Raichu,Life Orb,Lightning Rod,Electric,,Nasty Plot,Thunderbolt,Grass Knot,Focus Blast,false,best
Sigilyph,Toxic Orb,Magic Guard,Psychic,Flying,Roost,Cosmic Power,Psycho Shift,Stored Power,false,best
Carbink,Custap Berry,Sturdy,Rock,Fairy,Power Gem,Stealth Rock,Explosion,Moonblast,false,best
Exploud,Choice Specs,Scrappy,Normal,,Boomburst,Fire Blast,Ice Beam,Focus Blast,false,best
Sharpedo,Sharpedonite,Speed Boost,Water,Dark,Protect,Crunch,Waterfall,Ice Fang,false,best
Hoopa-Unbound,Leftovers,Magician,Psychic,Dark,Psychic,Dark Pulse,Substitute,Gunk Shot,true,best
Alakazam,Alakazite,Magic Guard,Psychic,,Shadow Ball,Calm Mind,Focus Blast,Psyshock,true,best
Zygarde,Lum Berry,Aura Break,Dragon,Ground,Earthquake,Extreme Speed,Dragon Dance,Outrage,true,best
Barbaracle,Choice Scarf,Tough Claws,Rock,Water,Earthquake,Razor Shell,Cross Chop,Stone Edge,true,best
Hippowdon,Leftovers,Sand Stream,Ground,,Earthquake,Toxic,Whirlwind,Slack Off,true,best
Wormadam-Trash,Leftovers,Overcoat,Bug,Steel,Toxic,Stealth Rock,Flash Cannon,Protect,true,best
Lugia,Leftovers,Multiscale,Psychic,Flying,Aeroblast,Substitute,Roost,Earthquake,false,random
Liepard,Leftovers,Prankster,Dark,,U-turn,Dark Pulse,Nasty Plot,Encore,false,random
Mienshao,Life Orb,Regenerator,Fighting,,Stone Edge,High Jump Kick,Swords Dance,Knock Off,false,random
Cofagrigus,Leftovers,Mummy,Ghost,,Will-O-Wisp,Pain Split,Shadow Ball,Haze,false,random
Basculin-Blue-Striped,Choice Band,Adaptability,Water,,Aqua Jet,Crunch,Superpower,Waterfall,false,random
Furfrou-Dandy,Chesto Berry,Fur Coat,Normal,,Return,Rest,U-turn,Sucker Punch,false,random
Xatu,Leftovers,Magic Bounce,Psychic,Flying,Heat Wave,Roost,Psychic,Thunder Wave,true,best
Zoroark,Life Orb,Illusion,Dark,,Sludge Bomb,Nasty Plot,Focus Blast,Dark Pulse,true,best
Aerodactyl,Aerodactylite,Unnerve,Rock,Flying,Hone Claws,Aqua Tail,Fire Fang,Stone Edge,true,best
Mr. Mime,Life Orb,Filter,Psychic,Fairy,Nasty Plot,Psyshock,Dazzling Gleam,Shadow Ball,true,best
Walrein,Leftovers,Thick Fat,Ice,Water,Protect,Surf,Ice Beam,Roar,true,best
Sylveon,Leftovers,Pixilate,Fairy,,Calm Mind,Psyshock,Hyper Voice,Wish,true,best
Toxicroak,Focus Sash,Dry Skin,Poison,Fighting,Swords Dance,Gunk Shot,Ice Punch,Drain Punch,false,random
Charizard,Charizardite X,Blaze,Fire,Flying,Roost,Dragon Claw,Flare Blitz,Dragon Dance,false,random
Kabutops,Life Orb,Battle Armor,Rock,Water,Waterfall,Swords Dance,Aqua Jet,Stone Edge,false,random
Druddigon,Leftovers,Mold Breaker,Dragon,,Glare,Outrage,Earthquake,Stealth Rock,false,random
Kricketune,Leftovers,Swarm,Bug,,Toxic,Taunt,X-Scissor,Sticky Web,false,random
Ninjask,Choice Band,Infiltrator,Bug,Flying,U-turn,X-Scissor,Night Slash,Aerial Ace,false,random
Cacturne,Life Orb,Water Absorb,Grass,Dark,Focus Blast,Sucker Punch,Seed Bomb,Dark Pulse,true,best
Reshiram,Leftovers,Turboblaze,Dragon,Fire,Dragon Pulse,Toxic,Roost,Blue Flare,true,best
Excadrill,Assault Vest,Mold Breaker,Ground,Steel,Rapid Spin,Iron Head,Rock Slide,Earthquake,true,best
Hydreigon,Choice Specs,Levitate,Dark,Dragon,U-turn,Dark Pulse,Draco Meteor,Earth Power,true,best
Heracross,Heracronite,Moxie,Bug,Fighting,Swords Dance,Pin Missile,Rock Blast,Close Combat,true,best
Wormadam,Leftovers,Overcoat,Bug,Grass,Signal Beam,Giga Drain,Toxic,Synthesis,true,best
Torterra,Leftovers,Overgrow,Grass,Ground,Synthesis,Rock Polish,Wood Hammer,Earthquake,false,random
Hitmonlee,Life Orb,Reckless,Fighting,,Poison Jab,High Jump Kick,Fake Out,Knock Off,false,random
Bisharp,Assault Vest,Defiant,Dark,Steel,Iron Head,Knock Off,Sucker Punch,Low Kick,false,random
Heracross,Toxic Orb,Guts,Bug,Fighting,Megahorn,Earthquake,Swords Dance,Close Combat,false,random
Plusle,Leftovers,Lightning Rod,Electric,,Encore,Nasty Plot,Hidden Power Ice,Thunderbolt,false,random
Mawile,Mawilite,Intimidate,Steel,Fairy,Swords Dance,Iron Head,Sucker Punch,Play Rough,false,random
Carnivine,Leftovers,Levitate,Grass,,Knock Off,Power Whip,Swords Dance,Substitute,true,random
Linoone,Sitrus Berry,Quick Feet,Normal,,Extreme Speed,Shadow Claw,Seed Bomb,Belly Drum,true,random
Qwilfish,Black Sludge,Intimidate,Water,Poison,Spikes,Toxic Spikes,Taunt,Waterfall,true,random
Arceus-Flying,Sky Plate,Multitype,Flying,,Toxic,Recover,Earth Power,Judgment,true,random
Lapras,Leftovers,Water Absorb,Water,Ice,Ice Beam,Toxic,Heal Bell,Hydro Pump,true,random
Gallade,Galladite,Justified,Psychic,Fighting,Close Combat,Zen Headbutt,Knock Off,Swords Dance,true,random
Forretress,Leftovers,Sturdy,Bug,Steel,Stealth Rock,Spikes,Rapid Spin,Gyro Ball,false,best
Bibarel,Chesto Berry,Simple,Normal,Water,Quick Attack,Curse,Waterfall,Rest,false,best
Exeggutor,Sitrus Berry,Harvest,Grass,Psychic,Psychic,Hidden Power Fire,Leech Seed,Giga Drain,false,best
Pikachu,Light Ball,Lightning Rod,Electric,,Hidden Power Ice,Volt Switch,Grass Knot,Volt Tackle,false,best
Pangoro,Choice Band,Mold Breaker,Fighting,Dark,Knock Off,Gunk Shot,Ice Punch,Drain Punch,false,best
Medicham,Medichamite,Pure Power,Fighting,Psychic,Ice Punch,Fake Out,High Jump Kick,Zen Headbutt,false,best
Rotom-Mow,Choice Scarf,Levitate,Electric,Grass,Thunderbolt,Leaf Storm,Hidden Power Fire,Trick,true,best
Latias,Leftovers,Levitate,Dragon,Psychic,Defog,Draco Meteor,Roost,Psyshock,true,best
Metagross,Leftovers,Clear Body,Steel,Psychic,Bullet Punch,Meteor Mash,Thunder Punch,Stealth Rock,true,best
Charizard,Charizardite Y,Blaze,Fire,Flying,Roost,Air Slash,Solar Beam,Fire Blast,true,best
Vivillon-Garden,Leftovers,Compound Eyes,Bug,Flying,Energy Ball,Hurricane,Substitute,Quiver Dance,true,best
Regice,Leftovers,Clear Body,Ice,,Sleep Talk,Rest,Ice Beam,Thunderbolt,true,best
Torkoal,Leftovers,White Smoke,Fire,,Stealth Rock,Hidden Power Grass,Fire Blast,Earth Power,false,random
Giratina,Leftovers,Pressure,Ghost,Dragon,Rest,Shadow Ball,Will-O-Wisp,Sleep Talk,false,random
Banette,Banettite,Cursed Body,Ghost,,Destiny Bond,Shadow Claw,Knock Off,Will-O-Wisp,false,random
Landorus-Therian,Leftovers,Intimidate,Ground,Flying,Swords Dance,Superpower,Earthquake,Rock Polish,false,random
Delcatty,Life Orb,Wonder Skin,Normal,,Fake Out,Thunder Wave,Wild Charge,Double-Edge,false,random
Reuniclus,Life Orb,Magic Guard,Psychic,,Psyshock,Recover,Trick Room,Shadow Ball,false,random
Aggron,Choice Band,Rock Head,Steel,Rock,Heavy Slam,Low Kick,Head Smash,Earthquake,true,random
Sceptile,Sceptilite,Overgrow,Grass,,Outrage,Swords Dance,Earthquake,Leaf Blade,true,random
Politoed,Chesto Berry,Drizzle,Water,,Rest,Toxic,Perish Song,Scald,true,random
Leafeon,Leftovers,Chlorophyll,Grass,,Leaf Blade,Swords Dance,Synthesis,X-Scissor,true,random
Azumarill,Sitrus Berry,Huge Power,Water,Fairy,Waterfall,Aqua Jet,Play Rough,Belly Drum,true,random
Conkeldurr,Life Orb,Iron Fist,Fighting,,Drain Punch,Knock Off,Ice Punch,Bulk Up,true,random
Bibarel,Chesto Berry,Simple,Normal,Water,Return,Rest,Waterfall,Curse,false,best
Chansey,Eviolite,Natural Cure,Normal,,Soft-Boiled,Toxic,Wish,Seismic Toss,false,best
Aerodactyl,Life Orb,Unnerve,Rock,Flying,Stone Edge,Stealth Rock,Pursuit,Earthquake,false,best
Sableye,Sablenite,Prankster,Dark,Ghost,Dark Pulse,Calm Mind,Will-O-Wisp,Recover,false,best
Milotic,Leftovers,Competitive,Water,,Recover,Ice Beam,Toxic,Scald,false,best
Parasect,Leftovers,Dry Skin,Bug,Grass,Seed Bomb,Knock Off,Substitute,Spore,false,best
Jellicent,Leftovers,Water Absorb,Water,Ghost,Shadow Ball,Scald,Toxic,Recover,true,best
Xerneas,Assault Vest,Fairy Aura,Fairy,,Rock Slide,Hidden Power Fire,Moonblast,Close Combat,true,best
Dugtrio,Focus Sash,Arena Trap,Ground,,Reversal,Substitute,Earthquake,Stone Edge,true,best
Accelgor,Life Orb,Sticky Hold,Bug,,Energy Ball,Encore,Bug Buzz,Focus Blast,true,best
Bellossom,Leftovers,Chlorophyll,Grass,,Synthesis,Sleep Powder,Giga Drain,Hidden Power Fire,true,best
Pangoro,Choice Band,Iron Fist,Fighting,Dark,Superpower,Gunk Shot,Ice Punch,Knock Off,true,best
Gligar,Eviolite,Immunity,Ground,Flying,Roost,Defog,Toxic,Earthquake,false,random
Dragalge,Choice Specs,Adaptability,Poison,Dragon,Sludge Wave,Hidden Power Fire,Draco Meteor,Focus Blast,false,random
Kyurem-White,Leftovers,Turboblaze,Dragon,Ice,Roost,Toxic,Draco Meteor,Ice Beam,false,random
Volcarona,Leftovers,Flame Body,Bug,Fire,Giga Drain,Fire Blast,Roost,Quiver Dance,false,random
Rotom,Leftovers,Levitate,Electric,Ghost,Shadow Ball,Will-O-Wisp,Thunderbolt,Pain Split,false,random
Kricketune,Leftovers,Swarm,Bug,,X-Scissor,Toxic,Sticky Web,Knock Off,false,random
Avalugg,Leftovers,Sturdy,Ice,,Recover,Rapid Spin,Roar,Avalanche,true,best
Diancie,Leftovers,Clear Body,Rock,Fairy,Light Screen,Moonblast,Diamond Storm,Stealth Rock,true,best
Aerodactyl,Leftovers,Rock Head,Rock,Flying,Roost,Taunt,Double-Edge,Stone Edge,true,best
Yveltal,Leftovers,Dark Aura,Dark,Flying,Oblivion Wing,U-turn,Foul Play,Toxic,true,best
Muk,Black Sludge,Poison Touch,Poison,,Curse,Shadow Sneak,Gunk Shot,Ice Punch,true,best
Mewtwo,Mewtwonite X,Unnerve,Psychic,,Drain Punch,Zen Headbutt,Stone Edge,Ice Beam,true,best
Druddigon,Life Orb,Sheer Force,Dragon,,Taunt,Gunk Shot,Earthquake,Outrage,false,random
Manaphy,Leftovers,Hydration,Water,,Surf,Tail Glow,Ice Beam,Energy Ball,false,random
Vivillon-Monsoon,Leftovers,Compound Eyes,Bug,Flying,Energy Ball,Sleep Powder,Quiver Dance,Hurricane,false,random
Crustle,White Herb,Sturdy,Bug,Rock,Shell Smash,Stone Edge,Earthquake,X-Scissor,false,random
Tyranitar,Tyranitarite,Sand Stream,Rock,Dark,Crunch,Dragon Dance,Earthquake,Stone Edge,false,random
Raikou,Life Orb,Volt Absorb,Electric,,Calm Mind,Extrasensory,Hidden Power Ice,Thunderbolt,false,random
Kyurem,Leftovers,Pressure,Dragon,Ice,Outrage,Focus Blast,Substitute,Ice Beam,true,random
Hitmonchan,Life Orb,Iron Fist,Fighting,,Drain Punch,Ice Punch,Fire Punch,Bulk Up,true,random
Staraptor,Choice Scarf,Reckless,Normal,Flying,Double-Edge,Brave Bird,Close Combat,U-turn,true,random
Ninetales,Leftovers,Drought,Fire,,Hidden Power Ice,Nasty Plot,Substitute,Fire Blast,true,random
Shedinja,Focus Sash,Wonder Guard,Bug,Ghost,Swords Dance,Will-O-Wisp,Shadow Sneak,X-Scissor,true,random
Latios,Latiosite,Levitate,Dragon,Psychic,Psyshock,Defog,Draco Meteor,Hidden Power Fire,true,random
Tyrantrum,Life Orb,Rock Head,Rock,Dragon,Head Smash,Stealth Rock,Superpower,Outrage,false,best
Breloom,Leftovers,Technician,Grass,Fighting,Spore,Bullet Seed,Swords Dance,Mach Punch,false,best
Aromatisse,Leftovers,Aroma Veil,Fairy,,Wish,Protect,Light Screen,Moonblast,false,best
Gligar,Eviolite,Immunity,Ground,Flying,Toxic,Earthquake,U-turn,Roost,false,best
Illumise,Leftovers,Prankster,Bug,,Thunder Wave,Wish,Bug Buzz,Encore,false,best
Goodra,Assault Vest,Sap Sipper,Dragon,,Dragon Tail,Fire Blast,Draco Meteor,Sludge Bomb,false,best
Gastrodon-East,Leftovers,Storm Drain,Water,Ground,Recover,Toxic,Scald,Earthquake,true,best
Volbeat,Leftovers,Prankster,Bug,,U-turn,Roost,Encore,Tailwind,true,best
Pangoro,Choice Band,Iron Fist,Fighting,Dark,Ice Punch,Drain Punch,Knock Off,Gunk Shot,true,best
Granbull,Life Orb,Intimidate,Fairy,,Play Rough,Crunch,Earthquake,Thunder Wave,true,best
Ferrothorn,Leftovers,Iron Barbs,Grass,Steel,Spikes,Gyro Ball,Knock Off,Stealth Rock,true,best
Flygon,Choice Scarf,Levitate,Ground,Dragon,Stone Edge,Outrage,Defog,Earthquake,true,best
Kangaskhan,Kangaskhanite,Scrappy,Normal,,Earthquake,Sucker Punch,Fake Out,Return,false,random
Sigilyph,Toxic Orb,Magic Guard,Psychic,Flying,Cosmic Power,Psycho Shift,Stored Power,Roost,false,random
Doublade,Eviolite,No Guard,Steel,Ghost,Swords Dance,Iron Head,Shadow Sneak,Sacred Sword,false,random
Dugtrio,Focus Sash,Arena Trap,Ground,,Sucker Punch,Reversal,Stealth Rock,Earthquake,false,random
Zebstrika,Expert Belt,Motor Drive,Electric,,Hidden Power Grass,Wild Charge,Thunderbolt,Overheat,false,random
Aurorus,Leftovers,Refrigerate,Rock,Ice,Ancient Power,Thunder Wave,Hyper Voice,Freeze-Dry,false,random
Zapdos,Focus Sash,Static,Electric,Flying,Toxic,U-turn,Thunderbolt,Hidden Power Ice,true,best
Slurpuff,Sitrus Berry,Unburden,Fairy,,Return,Play Rough,Drain Punch,Belly Drum,true,best
Relicanth,Leftovers,Rock Head,Water,Rock,Toxic,Waterfall,Double-Edge,Head Smash,true,best
Bastiodon,Leftovers,Sturdy,Rock,Steel,Metal Burst,Toxic,Protect,Rock Blast,true,best
Zangoose,Toxic Orb,Toxic Boost,Normal,,Knock Off,Close Combat,Swords Dance,Facade,true,best
Swoobat,Leftovers,Simple,Psychic,Flying,Roost,Heat Wave,Calm Mind,Air Slash,true,best
Raikou,Focus Sash,Volt Absorb,Electric,,Hidden Power Ice,Calm Mind,Thunderbolt,Aura Sphere,false,random
Dragonite,Lum Berry,Multiscale,Dragon,Flying,Roost,Extreme Speed,Dragon Dance,Outrage,false,random
Shuckle,Mental Herb,Sturdy,Bug,Rock,Sticky Web,Encore,Toxic,Knock Off,false,random
Regigigas,Leftovers,Slow Start,Normal,,Drain Punch,Substitute,Confuse Ray,Return,false,random
Feraligatr,Life Orb,Sheer Force,Water,,Earthquake,Crunch,Aqua Jet,Waterfall,false,random
Skarmory,Leftovers,Sturdy,Steel,Flying,Spikes,Defog,Roost,Brave Bird,false,random
Simipour,Leftovers,Torrent,Water,,Substitute,Focus Blast,Nasty Plot,Hydro Pump,true,best
Omastar,White Herb,Shell Armor,Rock,Water,Hydro Pump,Shell Smash,Ice Beam,Earth Power,true,best
Kyurem-White,Leftovers,Turboblaze,Dragon,Ice,Roost,Draco Meteor,Earth Power,Ice Beam,true,best
Seviper,Life Orb,Infiltrator,Poison,,Flamethrower,Sucker Punch,Poison Jab,Giga Drain,true,best
Scizor,Scizorite,Light Metal,Bug,Steel,Roost,Swords Dance,Bullet Punch,Knock Off,true,best
Espeon,Leftovers,Magic Bounce,Psychic,,Substitute,Morning Sun,Dazzling Gleam,Psyshock,true,best
Medicham,Medichamite,Pure Power,Fighting,Psychic,High Jump Kick,Thunder Punch,Fake Out,Zen Headbutt,false,random
Scyther,Eviolite,Technician,Bug,Flying,Bug Bite,Knock Off,Roost,Quick Attack,false,random
Delcatty,Life Orb,Wonder Skin,Normal,,Double-Edge,Thunder Wave,Wild Charge,Sucker Punch,false,random
Keldeo,Life Orb,Justified,Water,Fighting,Hydro Pump,Calm Mind,Secret Sword,Icy Wind,false,random
Bellossom,Leftovers,Chlorophyll,Grass,,Giga Drain,Synthesis,Sleep Powder,Hidden Power Fire,false,random
Florges-White,Leftovers,Symbiosis,Fairy,,Toxic,Wish,Moonblast,Protect,false,random
Goodra,Assault Vest,Sap Sipper,Dragon,,Dragon Tail,Thunderbolt,Fire Blast,Draco Meteor,true,best
Cherrim,Life Orb,Flower Gift,Grass,,Sunny Day,Hidden Power Ice,Weather Ball,Giga Drain,true,best
Qwilfish,Black Sludge,Intimidate,Water,Poison,Waterfall,Toxic Spikes,Taunt,Spikes,true,best
Gligar,Eviolite,Immunity,Ground,Flying,Earthquake,Roost,Stealth Rock,Toxic,true,best
Grumpig,Leftovers,Thick Fat,Psychic,,Focus Blast,Toxic,Psychic,Heal Bell,true,best
Venusaur,Venusaurite,Overgrow,Grass,Poison,Earthquake,Hidden Power Fire,Sludge Bomb,Giga Drain,true,best
Starmie,Choice Specs,Analytic,Water,Psychic,Thunderbolt,Hydro Pump,Scald,Psyshock,false,random
Darkrai,Life Orb,Bad Dreams,Dark,,Focus Blast,Sludge Bomb,Dark Pulse,Dark Void,false,random
Dugtrio,Leftovers,Arena Trap,Ground,,Earthquake,Sucker Punch,Stone Edge,Substitute,false,random
Gothitelle,Leftovers,Shadow Tag,Psychic,,Toxic,Calm Mind,Psychic,Hidden Power Fire,false,random
Kangaskhan,Kangaskhanite,Scrappy,Normal,,Return,Crunch,Power-Up Punch,Earthquake,false,random
Vivillon-Icy Snow,Leftovers,Compound Eyes,Bug,Flying,Hurricane,Energy Ball,Sleep Powder,Substitute,false,random
Jynx,Focus Sash,Dry Skin,Ice,Psychic,Lovely Kiss,Focus Blast,Nasty Plot,Ice Beam,true,best
Alakazam,Life Orb,Magic Guard,Psychic,,Psyshock,Focus Blast,Hidden Power Fire,Shadow Ball,true,best
Sceptile,Sceptilite,Overgrow,Grass,,Giga Drain,Outrage,Substitute,Hidden Power Fire,true,best
Aegislash,Life Orb,Stance Change,Steel,Ghost,Shadow Sneak,Shadow Ball,Hidden Power Ice,Flash Cannon,true,best
Articuno,Leftovers,Pressure,Ice,Flying,Toxic,Substitute,Ice Beam,Roost,true,best
Cofagrigus,Leftovers,Mummy,Ghost,,Haze,Will-O-Wisp,Shadow Ball,Hidden Power Fighting,true,best
Charizard,,Blaze,Fire,Flying,Roost,Will-O-Wisp,Flare Blitz,Acrobatics,false,random
Abomasnow,Abomasite,Snow Warning,Grass,Ice,Hidden Power Fire,Blizzard,Earthquake,Giga Drain,false,random
Sigilyph,Toxic Orb,Magic Guard,Psychic,Flying,Cosmic Power,Psycho Shift,Roost,Stored Power,false,random
Carbink,Custap Berry,Sturdy,Rock,Fairy,Stealth Rock,Explosion,Power Gem,Moonblast,false,random
Electrode,Life Orb,Static,Electric,,Thunderbolt,Volt Switch,Foul Play,Hidden Power Grass,false,random
Florges-Yellow,Leftovers,Symbiosis,Fairy,,Toxic,Wish,Aromatherapy,Moonblast,false,random
Klefki,Focus Sash,Prankster,Steel,Fairy,Play Rough,Spikes,Toxic,Light Screen,true,best
Ho-Oh,Leftovers,Regenerator,Fire,Flying,Sacred Fire,Brave Bird,Toxic,Earthquake,true,best
Landorus,Life Orb,Sheer Force,Ground,Flying,Sludge Wave,Rock Slide,Earth Power,Knock Off,true,best
Lumineon,Leftovers,Storm Drain,Water,,Toxic,Scald,Defog,Ice Beam,true,best
Tauros,Choice Band,Intimidate,Normal,,Rock Slide,Double-Edge,Earthquake,Zen Headbutt,true,best
Scrafty,Leftovers,Intimidate,Dark,Fighting,Ice Punch,High Jump Kick,Knock Off,Dragon Dance,true,best
Garbodor,Focus Sash,Aftermath,Poison,,Toxic,Pain Split,Drain Punch,Gunk Shot,false,random
Simisear,Leftovers,Blaze,Fire,,Fire Blast,Hidden Power Rock,Substitute,Grass Knot,false,random
Slurpuff,Sitrus Berry,Unburden,Fairy,,Return,Play Rough,Belly Drum,Drain Punch,false,random
Leavanny,Leftovers,Swarm,Bug,Grass,X-Scissor,Swords Dance,Sticky Web,Leaf Blade,false,random
Gothitelle,Leftovers,Shadow Tag,Psychic,,Psychic,Calm Mind,Hidden Power Fire,Toxic,false,random
Sableye,Sablenite,Prankster,Dark,Ghost,Dark Pulse,Recover,Will-O-Wisp,Calm Mind,false,random
Hydreigon,Life Orb,Levitate,Dark,Dragon,Roost,Draco Meteor,Flash Cannon,Dark Pulse,true,random
Keldeo,Life Orb,Justified,Water,Fighting,Secret Sword,Calm Mind,Hidden Power Electric,Hydro Pump,true,random
Swanna,Life Orb,Hydration,Water,Flying,Defog,Hurricane,Scald,Ice Beam,true,random
Sandslash,Leftovers,Sand Rush,Ground,,Stealth Rock,Toxic,Earthquake,Rapid Spin,true,random
Moltres,Leftovers,Flame Body,Fire,Flying,Hidden Power Grass,Toxic,Fire Blast,Roost,true,random
Pyroar,Life Orb,Unnerve,Fire,Normal,Hyper Voice,Sunny Day,Dark Pulse,Fire Blast,true,random
Nidoking,Life Orb,Sheer Force,Poison,Ground,Sludge Wave,Superpower,Substitute,Earth Power,false,best
Kyurem-White,Leftovers,Turboblaze,Dragon,Ice,Draco Meteor,Toxic,Roost,Ice Beam,false,best
